Date,Open,High,Low,Close,Volume
2019-01-01,999.4635220446313,1011.823044658797,1002.8671964750151,1003.9737132240898,27297881
2019-01-02,1008.0584144355502,1021.964658526542,1007.142647636068,1008.2004757168793,48854322
2019-01-03,1018.6377976641119,1021.1473195676728,1011.9814697683084,1018.6842445551498,57912279
2019-01-04,1030.4842715936097,1036.190888402254,1024.3031958435968,1036.1098068183028,36562351
2019-01-07,1036.9202572415184,1046.8557845861462,1038.6461690861927,1039.3872336569932,58120293
2019-01-08,1042.4148062682189,1050.9065674975866,1019.331910615536,1042.5452649548986,20499964
2019-01-09,1055.728445129707,1069.402108107701,1057.2104284491436,1060.062863553948,22997493
2019-01-10,1063.4687678686425,1071.9664436400487,1066.4608119924555,1070.9127226253045,26638784
2019-01-11,1068.6802420815395,1077.5498224664768,1050.9443777626516,1071.6691826569681,45171259
2019-01-14,1080.245169714843,1099.1738067352028,1076.896073055905,1080.3010894473202,36916781
2019-01-15,1073.5556306974856,1089.7796161786894,1076.2815954711682,1080.6437689493416,39720121
2019-01-16,1074.952905881226,1090.941172973948,1068.2545794467505,1080.7082917177631,56982693
2019-01-17,1084.501317769186,1087.2515189477788,1080.1309618396792,1086.1589304613474,43100170
2019-01-18,1070.805770440404,1092.2584281395682,1058.8782634201018,1074.0790920037061,28190219
2019-01-21,1062.213317872336,1068.4352174846204,1061.0095587310227,1063.2072641099069,58636713
2019-01-22,1061.02947671176,1072.2968802572414,1052.7775031313652,1061.3300980634917,58308849
2019-01-23,1052.742083768661,1073.3133548244605,1036.182901636437,1055.5376369599032,22627014
2019-01-24,1059.6755938842825,1068.9269968974797,1048.759679738849,1060.0492547700012,44772234
2019-01-25,1051.9065108496277,1060.0776491290678,1044.8440279421661,1054.4715214924977,42713635
2019-01-28,1044.2159553783822,1050.562958022681,1043.7995341478352,1044.5526899955112,30528542
2019-01-29,1046.9139593526138,1061.1208723217994,1052.4308177128303,1057.357834607309,54002060
2019-01-30,1051.3806750187987,1062.2133505108898,1040.5031183798387,1056.3419720303207,58857873
2019-01-31,1056.6339001280155,1059.8990798198174,1040.4844110517733,1057.3956879285365,49225143
2019-02-01,1039.9214484065446,1050.1581411179143,1041.8624526497383,1046.2496619855608,34123720
2019-02-04,1038.777436845744,1063.1570575340222,1032.2434756171717,1041.9027738853267,22648191
2019-02-05,1034.5949125460857,1055.9804847020775,1037.8309770533479,1042.5745216299124,21348894
2019-02-06,1026.6545460480907,1035.3121435306912,1017.7000578113713,1032.949141087596,59706422
2019-02-07,1034.2543544861962,1047.0544408205333,1027.9423102087133,1035.3593047984987,45222396
2019-02-08,1022.1303611128,1042.5657495383493,1000.2675540506389,1029.8061558750596,51256552
2019-02-11,1025.835508152353,1031.5007534928493,1021.52039422048,1026.5986171822715,23550985
2019-02-12,1019.0922161068714,1042.9762796781022,1009.622897041428,1020.8127243494563,44938881
2019-02-13,1031.4158052844198,1037.2959575941834,1027.9141920493403,1034.5889032289724,47299045
2019-02-14,1031.8351163555349,1043.9092923778355,1028.088132549229,1033.397974161846,54291982
2019-02-15,1021.854338994604,1031.8531246328407,1020.4014715339598,1023.8414966689411,55353386
2019-02-18,1028.467077170651,1042.8034507556897,1013.5454080341702,1029.3441618886175,37706306
2019-02-19,1017.7275653405054,1028.137111599448,1012.2471172630634,1018.5453247288626,28776510
2019-02-20,1019.2420245809236,1023.7892660889769,1009.0533715918837,1019.2575479760869,38677518
2019-02-21,1000.5310676107455,1019.6344152303182,976.4412101499131,1002.7217045424842,54239091
2019-02-22,985.4616537407979,991.5492712013447,984.5765097846913,991.3634698524936,44207963
2019-02-25,987.6438803713535,1003.0999110644838,985.4408425959674,992.3553560320917,44188041
2019-02-26,990.4435211356277,1008.7217401780036,990.5311992767616,997.852063646237,28828325
2019-02-27,986.2473135785938,1017.2174556312917,997.889983485219,999.0042033221961,26927416
2019-02-28,993.4078809020484,1004.1881444268391,995.2019889098341,998.0704664501696,58939633
2019-03-01,989.0727646919968,1008.1949962820646,982.5322180480024,995.8789936047857,44137617
2019-03-04,983.4007712249038,992.2789011460915,982.3048502860411,984.507186992657,22241105
2019-03-05,973.7238790678907,989.4978601714412,970.8550421859663,979.4542398905155,54874739
2019-03-06,967.9317500813578,989.5303314740934,954.5745627934905,976.7320099548419,30710632
2019-03-07,983.7431787831162,996.9515381583317,985.8300491053079,986.4137100760983,47730519
2019-03-08,986.8907807838681,992.6938640539736,981.5112479704527,990.6510701436627,50253569
2019-03-11,975.477768378731,984.7926957220311,971.1574429780189,978.2977625543323,41452647
2019-03-12,970.1663453713295,996.7659265933187,978.6171467078269,982.9000230142299,51938643
2019-03-13,979.3983268998512,992.6289761085311,978.4141862287562,982.0806072972139,43831594
2019-03-14,977.2501655012584,986.1858197741136,956.9649580178813,979.1683759595808,25119641
2019-03-15,979.4974373313099,998.0242385710388,962.9304002006498,986.7943451968727,59308102
2019-03-18,997.0742560450817,1003.5365107446913,982.5326211697555,997.9892121544873,54650021
2019-03-19,1008.5058603705255,1025.1295311400393,1003.7758130034889,1008.5830666436692,33224541
2019-03-20,1002.2783299651348,1015.4207325602817,991.8939356967877,1005.1898195549035,38699008
2019-03-21,1005.5899277194029,1021.0733857497587,1001.9949688597968,1006.1915314895565,32750721
2019-03-22,1007.5222150272525,1019.1582245769953,1011.3948010688774,1012.4481241465566,32390870
2019-03-25,1017.838320735147,1031.6520415648258,1019.5942460011586,1023.964554759848,58144148
2019-03-26,1023.1103212894153,1032.4832101699708,1021.5680072529915,1023.9219308219461,49159511
2019-03-27,1026.1380071302233,1033.4459709416901,1020.0435887938555,1026.2781173872452,36646014
2019-03-28,1016.5250326008572,1024.4825693465673,1003.5532835455441,1021.2907221402182,36862611
2019-03-29,1013.3258178773743,1022.1435767817549,1008.6533247199335,1015.5767536253984,42840605
2019-04-01,1021.356771587922,1038.3114052077622,1012.9733062210742,1025.8953465224754,28061792
2019-04-02,1039.5969309963868,1065.0019461975048,1023.4837745077356,1040.4966800022357,44653591
2019-04-03,1034.6441957964432,1047.9543179647364,1023.030416969467,1043.5756825236738,23235863
2019-04-04,1047.8962556730762,1074.9468714605382,1015.2238480633508,1055.133953053777,30783675
2019-04-05,1052.840918999781,1062.6185073148774,1047.0943482154971,1061.404122598643,48817246
2019-04-08,1051.6475559256994,1062.7899370954378,1056.352815205076,1059.4406441225685,57937462
2019-04-09,1064.2094629652045,1074.0065399762786,1038.7071232246549,1065.3244511225482,57723927
2019-04-10,1076.778697398458,1084.3089390694904,1073.2215831808198,1080.3930049316511,52353996
2019-04-11,1076.9915495743992,1086.9006648379557,1075.4987454445838,1082.620661075018,33748887
2019-04-12,1094.0596461887408,1107.0203121534378,1072.0535344793002,1097.3826059848475,56167193
2019-04-15,1068.5371516671905,1082.7186893102767,1068.3588614758053,1078.3828393652066,23275072
2019-04-16,1082.9318089164278,1090.7375089084135,1064.5891309728313,1086.615031125358,30074698
2019-04-17,1085.9993585973034,1094.785642237423,1082.498670408681,1088.655195043297,41595058
2019-04-18,1075.5565183640063,1107.319804183794,1061.5095497230207,1087.2845578985628,28676514
2019-04-19,1085.4141494191688,1098.598486604332,1078.898626705667,1088.7113931074134,25932572
2019-04-22,1069.1895729214443,1081.0589601570425,1046.5772906172406,1073.171551128768,48482724
2019-04-23,1069.839081304669,1084.5142647997177,1071.0765672627042,1071.4424551905242,22145977
2019-04-24,1067.0074614744879,1077.1435005602493,1047.2190140386585,1073.9977978655124,22226217
2019-04-25,1076.7223881254172,1085.7069826132547,1081.0240823639867,1085.195109697547,54187163
2019-04-26,1079.9344494357972,1081.850540495387,1058.8069923130236,1080.1072890092196,40038018
2019-04-29,1068.3533557141816,1076.6895062758592,1067.7520805866882,1072.3931565551095,28905865
2019-04-30,1064.3888179947571,1085.1669203280699,1055.787867784511,1066.8424069352388,58145210
2019-05-01,1068.7212648833597,1086.2754780858647,1071.9534876686087,1072.3550222855285,46466281
2019-05-02,1062.1185355962025,1089.8144157678944,1072.6875804262318,1072.9195482768152,58703819
2019-05-03,1065.6543763570808,1074.3427443594085,1060.3343146832829,1066.3823707073072,42174126
2019-05-06,1066.0283251389487,1085.0103802456022,1050.4617900120302,1067.9791040542589,29869865
2019-05-07,1065.0767165682198,1071.0094573289139,1058.4805638631503,1066.0611190358911,47217757
